Verb,VerbNet Class,Semantic Domain,Situation,WN_Count,WN_Status,WN_Synset_01,WN_Gloss_01,WN_Synset_02,WN_Gloss_02,WN_Synset_03,WN_Gloss_03,WN_Synset_04,WN_Gloss_04,WN_Synset_05,WN_Gloss_05,WN_Synset_06,WN_Gloss_06,WN_Synset_07,WN_Gloss_07,WN_Synset_08,WN_Gloss_08,WN_Synset_09,WN_Gloss_09,WN_Synset_10,WN_Gloss_10
tug,carry-11.4,Motion,Carry,5,Match,lug.v.01,carry with difficulty,tug.v.03,tow (a vessel) with a tug,tug.v.05,move by pulling hard,tug.v.01,pull hard,tug.v.06,pull or strain hard at,,,,,,,,,,
tug,push-12,Force,Basic Force,5,Match,lug.v.01,carry with difficulty,tug.v.03,tow (a vessel) with a tug,tug.v.05,move by pulling hard,tug.v.01,pull hard,tug.v.06,pull or strain hard at,,,,,,,,,,
tug,split-23.2,Incremental,Basic Incremental,1,Match,tug.v.05,move by pulling hard,,,,,,,,,,,,,,,,,,
tug,touch-20,Force,Basic Force,3,Match,tug.v.05,move by pulling hard,tug.v.01,pull hard,tug.v.06,pull or strain hard at,,,,,,,,,,,,,,
tumble,escape-51.1,Motion,Basic Motion,2,Match,tumble.v.01,"fall down, as if collapsing",tumble.v.03,"roll over and over, back and forth",,,,,,,,,,,,,,,,
tumble,mix-22.1,Incremental,Basic Incremental,1,Match,tumble.v.06,throw together in a confused mass,,,,,,,,,,,,,,,,,,
tunnel,rummage-35.5,Volition,Search,1,Match,burrow.v.01,move through by or as by digging,,,,,,,,,,,,,,,,,,
turf,butter-9.9,Incremental,Causative Incremental,1,Match,turf.v.01,cover (the ground) with a surface layer of grass or grass roots,,,,,,,,,,,,,,,,,,
turn,crane-40.3.2,Existence,Existence,1,Match,turn.v.19,cause to move along an axis or into a new direction,,,,,,,,,,,,,,,,,,
turn,hurt-40.8.3,Transformation,Hurt,1,Match,twist.v.10,twist suddenly so as to sprain,,,,,,,,,,,,,,,,,,
turn,roll-51.3.1,Motion,Basic Motion,4,Match,turn.v.10,cause to move around a center so as to show another side of,turn.v.04,cause to move around or rotate,turn.v.19,cause to move along an axis or into a new direction,turn.v.09,move around an axis or a center,,,,,,,,,,,,
turn,turn-26.6.1,Transformation,Basic Change of State,4,Match,turn.v.16,cause to change or turn into something different;assume new characteristics,become.v.02,undergo a change or development,turn.v.14,change color,turn.v.07,"pass into a condition gradually, take on a specific property or attribute; become",,,,,,,,,,,,
tussle,battle-36.4,Affiliation,Reciprocal,1,Match,scuffle.v.02,fight or struggle in a confused way at close quarters,,,,,,,,,,,,,,,,,,
tutor,captain-29.8,Affiliation,Role,2,Match,tutor.v.01,be a tutor to someone; give individual instruction,tutor.v.02,act as a guardian to someone,,,,,,,,,,,,,,,,
twang,manner_speaking-37.3,Communication,Statement,1,Match,twang.v.05,pronounce with a nasal twang,,,,,,,,,,,,,,,,,,
twang,sound_emission-43.2,Creation,Emission,2,Match,twang.v.02,sound with a twang,twang.v.01,cause to sound with a twang,,,,,,,,,,,,,,,,
tweak,touch-20,Force,Basic Force,1,Match,tweak.v.01,pinch or squeeze sharply,,,,,,,,,,,,,,,,,,
tweet,animal_sounds-38,Creation,Emission,1,Match,tweet.v.01,"make a weak, chirping sound",,,,,,,,,,,,,,,,,,
tweeze,braid-41.2.2,Transformation,Causative Change of State,1,Match,tweeze.v.01,pluck with tweezers,,,,,,,,,,,,,,,,,,
twiddle,crane-40.3.2,Existence,Existence,1,Match,twiddle.v.02,"manipulate, as in a nervous or unconscious manner",,,,,,,,,,,,,,,,,,
twine,coil-9.6,Incremental,Basic Incremental,1,Match,wind.v.03,arrange or or coil around,,,,,,,,,,,,,,,,,,
twinge,tingle-40.8.2,Existence,Existence,2,Match,twinge.v.02,"feel a sudden sharp, local pain",prick.v.02,cause a stinging pain,,,,,,,,,,,,,,,,
twinge,touch-20,Force,Basic Force,1,Match,pinch.v.01,squeeze tightly between the fingers,,,,,,,,,,,,,,,,,,
twinkle,light_emission-43.1,Creation,Emission,2,Match,flash.v.01,gleam or glow intermittently,twinkle.v.02,emit or reflect light in a flickering manner,,,,,,,,,,,,,,,,
twirl,coil-9.6,Incremental,Basic Incremental,1,Match,whirl.v.02,cause to spin,,,,,,,,,,,,,,,,,,
twirl,knead-26.5,Transformation,Basic Change of State,1,Match,whirl.v.02,cause to spin,,,,,,,,,,,,,,,,,,
twirl,roll-51.3.1,Motion,Basic Motion,2,Match,twirl.v.01,turn in a twisting or spinning motion,whirl.v.02,cause to spin,,,,,,,,,,,,,,,,
twist,coil-9.6,Incremental,Basic Incremental,1,Match,twist.v.05,form into twists,,,,,,,,,,,,,,,,,,
twist,hurt-40.8.3,Transformation,Hurt,1,Match,twist.v.10,twist suddenly so as to sprain,,,,,,,,,,,,,,,,,,
twist,knead-26.5,Transformation,Basic Change of State,2,Match,twist.v.04,form into a spiral shape,flex.v.05,cause (a plastic object) to assume a crooked or angular form,,,,,,,,,,,,,,,,
twist,roll-51.3.1,Motion,Basic Motion,3,Match,wrench.v.01,"twist or pull violently or suddenly, especially so as to remove (something) from that to which it is attached or from where it originates",writhe.v.01,"to move in a twisting or contorted motion, (especially when struggling)",twist.v.07,do the twist,,,,,,,,,,,,,,
twitch,body_internal_motion-49.1,Existence,Existence,3,Match,jerk.v.02,"move with abrupt, seemingly uncontrolled motions",twitch.v.01,"make an uncontrolled, short, jerky motion",twitch.v.05,move or pull with a sudden motion,,,,,,,,,,,,,,
twitter,animal_sounds-38,Creation,Emission,1,Match,chitter.v.01,"make high-pitched sounds, as of birds",,,,,,,,,,,,,,,,,,
type,scribble-25.2,Creation,Image Creation,1,Match,type.v.01,write by means of a keyboard with types,,,,,,,,,,,,,,,,,,
type,transcribe-25.4,Creation,Image Creation,1,Match,type.v.01,write by means of a keyboard with types,,,,,,,,,,,,,,,,,,
typecast,characterize-29.2,Communication,Statement,1,Match,type.v.02,identify as belonging to a certain type,,,,,,,,,,,,,,,,,,
ulcerate,other_cos-45.4,Transformation,Basic Change of State,2,Match,ulcerate.v.02,affect with an ulcer,ulcerate.v.01,undergo ulceration,,,,,,,,,,,,,,,,
ululate,animal_sounds-38,Creation,Emission,1,Match,howl.v.01,emit long loud cries,,,,,,,,,,,,,,,,,,
ululate,sound_emission-43.2,Creation,Emission,1,Match,howl.v.01,emit long loud cries,,,,,,,,,,,,,,,,,,
umpire,captain-29.8,Affiliation,Role,1,Match,referee.v.01,be a referee or umpire in a sports competition,,,,,,,,,,,,,,,,,,
unbend,bend-45.2,Transformation,Basic Change of State,3,Match,unbend.v.03,free from flexure,relax.v.02,make less taut,straighten.v.01,straighten up or out; make straight,,,,,,,,,,,,,,
unbolt,disassemble-23.3,Incremental,Basic Incremental,1,Match,unbolt.v.01,undo the bolt of,,,,,,,,,,,,,,,,,,
unbuckle,disassemble-23.3,Incremental,Basic Incremental,1,Match,unbuckle.v.01,undo the buckle of,,,,,,,,,,,,,,,,,,
unbutton,disassemble-23.3,Incremental,Basic Incremental,1,Match,unbutton.v.01,undo the buttons of,,,,,,,,,,,,,,,,,,
unchain,disassemble-23.3,Incremental,Basic Incremental,1,Match,unchain.v.01,remove the chains from,,,,,,,,,,,,,,,,,,
unclip,disassemble-23.3,Incremental,Basic Incremental,1,Match,unclip.v.01,remove the clip from,,,,,,,,,,,,,,,,,,
unclothe,dress-41.1.1,Incremental,Basic Incremental,1,Match,undress.v.01,get undressed,,,,,,,,,,,,,,,,,,
undercharge,bill-54.5,Possession,Transfer of Possession,1,Match,undercharge.v.01,charge (someone) too little money,,,,,,,,,,,,,,,,,,
undercharge,bill-54.5,Possession,Pay and Charge,1,Match,undercharge.v.01,charge (someone) too little money,,,,,,,,,,,,,,,,,,
underestimate,characterize-29.2,Communication,Statement,3,Match,undervalue.v.01,assign too low a value to,underestimate.v.03,make too low an estimate of,lowball.v.01,make a deliberately low estimate,,,,,,,,,,,,,,
underlay,put_spatial-9.2,Incremental,Basic Incremental,3,Match,underlay.v.02,put (something) under or beneath,underlay.v.01,raise or support (the level of printing) by inserting a piece of paper or cardboard under the type,underlay.v.03,"provide with a base, support, lining, or backing",,,,,,,,,,,,,,
underlie,contiguous_location-47.8,Location,Location,4,Match,underlay.v.02,put (something) under or beneath,underlie.v.02,lie underneath,underlie.v.01,be or form the base for,underlay.v.03,"provide with a base, support, lining, or backing",,,,,,,,,,,,
underline,scribble-25.2,Creation,Image Creation,1,Match,underline.v.02,draw a line or lines underneath to call attention to,,,,,,,,,,,,,,,,,,
underscore,scribble-25.2,Creation,Image Creation,1,Match,underline.v.02,draw a line or lines underneath to call attention to,,,,,,,,,,,,,,,,,,
understand,comprehend-87.2,Cognition,Judge,4,Match,understand.v.03,make sense of a language,,,understand.v.02,perceive (an idea or situation) mentally,understand.v.01,know and comprehend the nature or meaning of,,,,,,,,,,,,
understudy,captain-29.8,Affiliation,Role,1,Match,understudy.v.01,be an understudy or alternate for a role,,,,,,,,,,,,,,,,,,
undertake,confront-98,Communication,Response,1,Match,undertake.v.02,accept as a challenge,,,,,,,,,,,,,,,,,,
undress,dress-41.1.1,Incremental,Basic Incremental,2,Match,strip.v.13,remove (someone's or one's own) clothes,undress.v.01,get undressed,,,,,,,,,,,,,,,,
undulate,modes_of_being_with_motion-47.3,Existence,Existence,2,Match,ripple.v.01,stir up (water) so as to form ripples,roll.v.11,move in a wavy pattern or with a rising and falling motion,,,,,,,,,,,,,,,,
unfasten,disassemble-23.3,Incremental,Basic Incremental,2,Match,unfasten.v.02,become undone or untied,unfasten.v.01,cause to become undone,,,,,,,,,,,,,,,,
unhinge,disassemble-23.3,Incremental,Basic Incremental,1,Match,unhinge.v.02,remove the hinges from,,,,,,,,,,,,,,,,,,
unhitch,disassemble-23.3,Incremental,Basic Incremental,1,Match,unhitch.v.01,unfasten or release from or as if from a hitch,,,,,,,,,,,,,,,,,,
unhook,disassemble-23.3,Incremental,Basic Incremental,1,Match,unhook.v.01,take off a hook,,,,,,,,,,,,,,,,,,
unionize,other_cos-45.4,Transformation,Basic Change of State,1,Match,unionize.v.02,form or join a union,,,,,,,,,,,,,,,,,,
unite,mix-22.1,Incremental,Basic Incremental,4,Match,unify.v.01,become one,unite.v.03,have or possess in combination,connect.v.03,be or become joined or united or linked,unite.v.06,join or combine,,,,,,,,,,,,
unleash,disassemble-23.3,Incremental,Basic Incremental,1,Match,unleash.v.02,release from a leash,,,,,,,,,,,,,,,,,,
unload,wipe_manner-10.4.1,Incremental,Causative Incremental,1,Match,unload.v.02,take the load off (a container or vehicle),,,,,,,,,,,,,,,,,,
unlock,disassemble-23.3,Incremental,Basic Incremental,2,Match,unlock.v.01,open the lock of,unlock.v.03,become unlocked,,,,,,,,,,,,,,,,
unnerve,amuse-31.1,Affect,Affect,1,Match,faze.v.01,disturb the composure of,,,,,,,,,,,,,,,,,,
unpin,disassemble-23.3,Incremental,Basic Incremental,1,Match,unpin.v.01,remove the pins from; unfasten the pins of,,,,,,,,,,,,,,,,,,
unscrew,disassemble-23.3,Incremental,Basic Incremental,2,Match,unscrew.v.02,loosen by turning,unscrew.v.01,loosen something by unscrewing it,,,,,,,,,,,,,,,,
unseal,disassemble-23.3,Incremental,Basic Incremental,1,Match,unseal.v.01,break the seal of,,,,,,,,,,,,,,,,,,
unsettle,amuse-31.1,Affect,Affect,1,Match,faze.v.01,disturb the composure of,,,,,,,,,,,,,,,,,,
unstaple,disassemble-23.3,Incremental,Basic Incremental,1,Match,unstaple.v.01,take the staples off,,,,,,,,,,,,,,,,,,
untie,disassemble-23.3,Incremental,Basic Incremental,1,Match,untie.v.01,undo the ties of,,,,,,,,,,,,,,,,,,
unzip,disassemble-23.3,Incremental,Basic Incremental,1,Match,unzip.v.01,open the zipper of,,,,,,,,,,,,,,,,,,
upbraid,judgment-33.1,Affiliation,Attack,1,Match,reproach.v.01,express criticism towards,,,,,,,,,,,,,,,,,,
upbraid,judgment-33.1,Cognition,Judge,1,Match,reproach.v.01,express criticism towards,,,,,,,,,,,,,,,,,,
uplift,amuse-31.1,Affect,Affect,1,Match,elate.v.01,fill with high spirits; fill with optimism,,,,,,,,,,,,,,,,,,
uproot,remove-10.1,Incremental,Causative Incremental,1,Match,uproot.v.03,pull up by or as if by the roots,,,,,,,,,,,,,,,,,,
upset,amuse-31.1,Affect,Affect,2,Match,disturb.v.01,move deeply,upset.v.02,cause to lose one's composure,,,,,,,,,,,,,,,,
urge,urge-58.1,Communication,Request,2,Match,urge.v.01,force or impel in an indicated direction,recommend.v.01,push for something,,,,,,,,,,,,,,,,
urinate,breathe-40.1.2,Creation,Emission,1,Match,urinate.v.01,pass after the manner of urine,,,,,,,,,,,,,,,,,,
use,consume-66,Possession,Dynamic Possession,1,Match,use.v.03,"use up, consume fully",,,,,,,,,,,,,,,,,,
use,eat-39.1,Transformation,Ingestion,1,Match,use.v.02,take or consume (regularly or habitually),,,,,,,,,,,,,,,,,,
use,use-105.1,Force,Manipulate,1,Match,use.v.01,put into service; make work or employ for a particular purpose or for its inherent or natural purpose,,,,,,,,,,,,,,,,,,
usher,captain-29.8,Affiliation,Role,1,Match,usher.v.01,"take (someone) to their seats, as in theaters or auditoriums",,,,,,,,,,,,,,,,,,
utilize,use-105.1,Force,Manipulate,1,Match,use.v.01,put into service; make work or employ for a particular purpose or for its inherent or natural purpose,,,,,,,,,,,,,,,,,,
vacate,escape-51.1,Motion,Basic Motion,1,Match,vacate.v.02,leave behind empty; move out of,,,,,,,,,,,,,,,,,,
vacuum,wipe_instr-10.4.2,Incremental,Causative Incremental,1,Match,vacuum.v.01,clean with a vacuum cleaner,,,,,,,,,,,,,,,,,,
valet,captain-29.8,Affiliation,Role,1,Match,valet.v.01,serve as a personal attendant to,,,,,,,,,,,,,,,,,,
value,admire-31.2,Attend,Attend,2,Match,respect.v.01,regard highly; think much of,prize.v.01,hold dear,,,,,,,,,,,,,,,,
value,price-54.4,Quantification,Measurement,3,Match,measure.v.04,"evaluate or estimate the nature, quality, ability, extent, or significance of",rate.v.03,estimate the value of,value.v.01,fix or determine the value of; assign a value to,,,,,,,,,,,,,,
vanish,disappearance-48.2,Motion,Basic Motion,5,Match,vanish.v.05,decrease rapidly and disappear,fly.v.08,pass away rapidly,vanish.v.02,become invisible or unnoticeable,disappear.v.01,"get lost, as without warning or explanation",vanish.v.04,cease to exist,,,,,,,,,,
vaporize,other_cos-45.4,Transformation,Basic Change of State,2,Match,gasify.v.01,turn into gas,evaporate.v.01,lose or cause to lose liquid by vaporization leaving a more concentrated residue,,,,,,,,,,,,,,,,
varnish,butter-9.9,Incremental,Causative Incremental,1,Match,varnish.v.01,cover with varnish,,,,,,,,,,,,,,,,,,
varnish,coloring-24,Transformation,Causative Change of State,1,Match,varnish.v.01,cover with varnish,,,,,,,,,,,,,,,,,,
vault,run-51.3.2,Motion,Basic Motion,2,Match,vault.v.02,bound vigorously,vault.v.01,jump across or leap over (an obstacle),,,,,,,,,,,,,,,,
vegetate,exist-47.1,Existence,Existence,1,Match,vegetate.v.01,lead a passive existence without using one's body or mind,,,,,,,,,,,,,,,,,,
veil,butter-9.9,Incremental,Causative Incremental,1,Match,veil.v.01,"to obscure, or conceal with or as if with a veil",,,,,,,,,,,,,,,,,,
veil,contiguous_location-47.8,Location,Location,1,Match,veil.v.01,"to obscure, or conceal with or as if with a veil",,,,,,,,,,,,,,,,,,
veneer,butter-9.9,Incremental,Causative Incremental,1,Match,veneer.v.01,cover with veneer,,,,,,,,,,,,,,,,,,
venerate,admire-31.2,Attend,Attend,1,Match,reverence.v.01,regard with feelings of respect and reverence; consider hallowed or exalted or be in awe of,,,,,,,,,,,,,,,,,,
verify,transfer_mesg-37.1.1,Communication,Communicate,2,Match,verify.v.01,confirm the truth of,affirm.v.02,to declare or affirm solemnly and formally as true,,,,,,,,,,,,,,,,
vex,amuse-31.1,Affect,Affect,1,Match,annoy.v.01,"cause annoyance in; disturb, especially by minor irritations",,,,,,,,,,,,,,,,,,
vibrate,modes_of_being_with_motion-47.3,Existence,Existence,2,Match,oscillate.v.02,move or swing from side to side regularly,vibrate.v.01,"shake, quiver, or throb; move back and forth rapidly, usually in an uncontrolled manner",,,,,,,,,,,,,,,,
vibrate,other_cos-45.4,Transformation,Basic Change of State,2,Match,oscillate.v.02,move or swing from side to side regularly,vibrate.v.01,"shake, quiver, or throb; move back and forth rapidly, usually in an uncontrolled manner",,,,,,,,,,,,,,,,
videotape,transcribe-25.4,Creation,Image Creation,1,Match,videotape.v.01,record on videotape,,,,,,,,,,,,,,,,,,
vie,battle-36.4,Affiliation,Reciprocal,1,Match,compete.v.01,compete for something; engage in a contest; measure oneself against others,,,,,,,,,,,,,,,,,,
view,characterize-29.2,Communication,Statement,1,Match,see.v.05,deem to be,,,,,,,,,,,,,,,,,,
view,sight-30.2,Perception,Sense,1,Match,watch.v.03,see or watch,,,,,,,,,,,,,,,,,,
vilify,judgment-33.1,Affiliation,Attack,1,Match,vilify.v.01,spread negative information about,,,,,,,,,,,,,,,,,,
vilify,judgment-33.1,Cognition,Judge,1,Match,vilify.v.01,spread negative information about,,,,,,,,,,,,,,,,,,
visit,meet-36.3,Affiliation,Reciprocal,3,Match,chew_the_fat.v.01,talk socially without exchanging too much information,visit.v.04,come to see in an official or professional capacity,visit.v.03,pay a brief visit,,,,,,,,,,,,,,
visualize,characterize-29.2,Communication,Statement,2,Match,visualize.v.01,imagine; conceive of; see in one's mind,visualize.v.03,form a mental picture of something that is invisible or abstract,,,,,,,,,,,,,,,,
visualize,cognize-85,Cognition,Know,2,Match,visualize.v.01,imagine; conceive of; see in one's mind,visualize.v.03,form a mental picture of something that is invisible or abstract,,,,,,,,,,,,,,,,
vitrify,other_cos-45.4,Transformation,Basic Change of State,2,Match,vitrify.v.01,change into glass or a glass-like substance by applying heat,vitrify.v.02,undergo vitrification; become glassy or glass-like,,,,,,,,,,,,,,,,
vocalize,performance-26.7,Creation,Causative Creation,1,Match,vocalize.v.02,sing (each note a scale or in a melody) with the same vowel,,,,,,,,,,,,,,,,,,
vocalize,say-37.7,Communication,Statement,2,Match,voice.v.02,utter with vibrating vocal chords,vocalize.v.05,utter speech sounds,,,,,,,,,,,,,,,,
volatilize,other_cos-45.4,Transformation,Basic Change of State,1,Match,volatilize.v.01,make volatile; cause to pass off in a vapor,,,,,,,,,,,,,,,,,,
volunteer,captain-29.8,Affiliation,Role,2,Match,volunteer.v.02,agree freely,volunteer.v.03,do volunteer work,,,,,,,,,,,,,,,,
volunteer,say-37.7,Communication,Statement,1,Match,volunteer.v.01,tell voluntarily,,,,,,,,,,,,,,,,,,
vomit,breathe-40.1.2,Creation,Emission,1,Match,vomit.v.01,eject the contents of the stomach through the mouth,,,,,,,,,,,,,,,,,,
vote,dub-29.3.2,Communication,Statement,1,Match,vote.v.05,bring into existence or make available by vote,,,,,,,,,,,,,,,,,,
vroom,sound_emission-43.2,Creation,Emission,1,Match,vroom.v.01,"make a loud, roaring sound, as of a car engine, while moving",,,,,,,,,,,,,,,,,,
vulgarize,remedy-45.7,Transformation,Causative Change of State,2,Match,vulgarise.v.02,debase and make vulgar,popularize.v.01,cater to popular taste to make popular and present to the general public; bring into general or common use,,,,,,,,,,,,,,,,
wad,knead-26.5,Transformation,Basic Change of State,1,Match,pack.v.03,compress into a wad,,,,,,,,,,,,,,,,,,
waddle,run-51.3.2,Motion,Basic Motion,1,Match,toddle.v.01,walk unsteadily,,,,,,,,,,,,,,,,,,
wade,run-51.3.2,Motion,Basic Motion,1,Match,wade.v.01,walk (through relatively shallow water),,,,,,,,,,,,,,,,,,
waft,modes_of_being_with_motion-47.3,Existence,Existence,1,Match,waft.v.02,blow gently,,,,,,,,,,,,,,,,,,
wag,crane-40.3.2,Existence,Existence,1,Match,wag.v.01,move from side to side,,,,,,,,,,,,,,,,,,
